,title,description,originallink,link,pubDate
162,"박은빈, 우영우 DAY....오늘이 마지막 방송[TEN★]",배우 박은빈이 &apos;<b>우영우</b>&apos; 홍보에 나섰다. 박은빈은 17일 자신의 인스타그램에 &quot;<b>우영우</b> DAY 한바다&quot;란 글과 함께 사진을 게재했다. 박은빈은 ENA &apos;이상한 변호사 <b>우영우</b>&apos; 촬영장에서 찍은 사진을 공개했다. 한편 박은빈이... ,https://tenasia.hankyung.com/topic/article/2022081804894,https://n.news.naver.com/mnews/article/312/0000564453?sid=106,"Thu, 18 Aug 2022 05:45:00 +0900"
163,"진경 子, 김주헌 음독 부른 해커였다‥박은빈이 법정 세우나 ‘우영우’[어제...","8월 17일 방송된 ENA 수목드라마 &apos;이상한 변호사 <b>우영우</b>&apos;(극본 문지원, 연출 유인식) 15회에서는 &apos;과징금 부과... 위암 수술을 받으러 간 정명석(강기영 분)을 대신해 <b>우영우</b>(박은빈 분), 최수연(하윤경 분), 권민우(주종혁 분)을... ",https://www.newsen.com/news_view.php?uid=202208172030286110,https://n.news.naver.com/mnews/article/609/0000616401?sid=106,"Thu, 18 Aug 2022 05:38:00 +0900"
164,"“바보같은 남자 좋아” 하윤경 고백에 주종혁, 처세술 버렸다 ‘우영우’[결...","8월 17일 방송된 ENA 수목드라마 &apos;이상한 변호사 <b>우영우</b>&apos;(극본 문지원, 연출 유인식) 15회에서는 최수연(하윤경 분)과 권민우(주종혁 분)이 <b>우영우</b>(박은빈 분) 관련 문제로 또 한 번 부딪혔다. 이날 <b>우영우</b>는 불리하게 돌아가는... ",https://www.newsen.com/news_view.php?uid=202208172030206110,https://n.news.naver.com/mnews/article/609/0000616388?sid=106,"Thu, 18 Aug 2022 05:28:00 +0900"
165,“수술 잘못돼 사망하면” 박은빈 발언에 강기영 母 불쾌(우영우)[결정적장면...,"8월 17일 방송된 ENA 수목드라마 &apos;이상한 변호사 <b>우영우</b>&apos;(극본 문지원, 연출 유인식) 15회에서는 <b>우영우</b>(박은빈 분)이 정명석(강기영 분)의 위암 수술날 홀로 병원을 찾았다. 이날 정명석이 수술실에 막 들어가려는 시점... ",https://www.newsen.com/news_view.php?uid=202208172030106110,https://n.news.naver.com/mnews/article/609/0000616385?sid=106,"Thu, 18 Aug 2022 05:25:00 +0900"
166,"'치과의사♥' 이윤지, 방학 끝나가는 딸과 외출…""너의 첫 학기""","한편, 지난 2014년 이윤지는 치과의사 정한울 씨와 결혼해 슬하에 두 딸 라니, 소울을 두고 있다. 최근 이윤지는 ENA 드라마 &apos;이상한 변호사 <b>우영우</b>&apos;에 특별 출연해 화제를 모았다. 사진=이윤지 인스타그램",https://www.xportsnews.com/article/1618937,https://n.news.naver.com/mnews/article/311/0001489759?sid=106,"Thu, 18 Aug 2022 05:11:00 +0900"
167,"김호영, 짝사랑하던 박은빈에 감사 인사? ”덕분에 가만있다가 계탔다” (‘라...","그리고 김호영은 최근 드라마 ‘이상한 변호사 <b>우영우</b>’로 인기를 얻고 있는 박은빈 덕분에 “가만있다가 계탔다”며, “은빈아 너무 고맙다. 고마운 건 고맙다고 얘기를 해야지”라고 카메라를 향해 윙크를 발사해... ",http://www.mydaily.co.kr/new_yk/html/read.php?newsid=202208180017215911&ext=na&utm_campaign=naver_news&utm_source=naver&utm_medium=related_news,https://n.news.naver.com/mnews/article/117/0003636685?sid=106,"Thu, 18 Aug 2022 05:11:00 +0900"
168,"""변호사님이 있어야 행복해요"" 강태오, 박은빈에 절절한 사랑 고백(이상한변호...",17일 방송된 ENA 수목드라마 &apos;이상한 변호사 <b>우영우</b>&apos;에서는 이별에 아픔으로 슬퍼하던 이준호(강태오 분)가 <b>우영우</b>(박은빈 분)를 찾아가 다시 한번 자신의 마음을 고백하는 모습이 전파를 탔다. 지난주 15화에서 &quot;이준호 씨는... ,http://www.sportsseoul.com/news/read/1151820?ref=naver,https://n.news.naver.com/mnews/article/468/0000874664?sid=106,"Thu, 18 Aug 2022 05:10:00 +0900"
169,"'이상한 변호사 우영우' 시즌2 제작될까… ""현재 논의 중""",장안의 화제인 ENA 수목드라마 &apos;이상한 변호사 <b>우영우</b>&apos;(<b>우영우</b>)가 시즌2로 제작된다는 얘기가 나온다. 18일 업계에 따르면 최근 <b>우영우</b> 제작사 관계자는 &quot;시즌2 제작을 논의하고 있다&quot;고 밝혔다. <b>우영우</b>는 천재적인... ,http://moneys.mt.co.kr/news/mwView.php?no=2022081716021871595,https://n.news.naver.com/mnews/article/417/0000843713?sid=105,"Thu, 18 Aug 2022 04:50:00 +0900"
170,"'이상한 변호사 우영우' 박은빈, 촬영현장 공개…""한바다""",박은빈 / 사진=박은빈 인스타그램 배우 박은빈이 &apos;이상한 변호사 <b>우영우</b>&apos;의 촬영현장을 공개했다. 박은빈은 지난 17일 자신의 인스타그램에 &quot;#<b>우영우</b>DAY 한바다 #이상한변호사<b>우영우</b> #ExtraordinaryAttorneyWoo #ENA #NETFLIX... ,http://www.newsinside.kr/news/articleView.html?idxno=1140507,http://www.newsinside.kr/news/articleView.html?idxno=1140507,"Thu, 18 Aug 2022 04:30:00 +0900"
171,“방구뽕은 어린이 해방군 아냐… 어른 관점 문제 해결일 뿐”,신드롬에 가까운 화제를 낳은 드라마 ‘이상한 변호사 <b>우영우</b>’는 장애인 탈북민 노인 영세업자 같은 사회적... 그런데 국내에서 놀이와 놀이터 담론을 주도해온 놀이운동가 편해문(53)씨는 ‘이상한 변호사 <b>우영우</b>’가... ,https://news.kmib.co.kr/article/view.asp?arcid=0924259619&code=14190000&cp=nv,https://n.news.naver.com/mnews/article/005/0001547158?sid=103,"Thu, 18 Aug 2022 04:09:00 +0900"
172,‘이상한 변호사 우영우’ 뮤지컬로 만든다,인기 드라마 ‘이상한 변호사 <b>우영우</b>’가 뮤지컬로 제작된다. EMK뮤지컬컴퍼니는 이 드라마 제작사... 넷플릭스를 통해 전 세계 동시 방영 중인 이 드라마는 천재적인 두뇌와 자폐 스펙트럼을 동시에 지닌 <b>우영우</b>가... ,https://news.kmib.co.kr/article/view.asp?arcid=0924259650&code=13120000&cp=nv,https://n.news.naver.com/mnews/article/005/0001547130?sid=103,"Thu, 18 Aug 2022 04:06:00 +0900"
